combo_id,sexuality_content,sexuality_includes,sexual_activity_frequency,sexual_scene_duration,sexual_depiction_type,sexual_underage,suggestive_themes_description,dating_games_prominent,revealing_outfits_nudity_includes,revealing_outfits_frequency,revealing_outfits_erotic_context,revealing_outfits_out_of_place,nudity_includes,nudity_human_buttocks_frequency,nudity_nippleless_breasts_frequency,nudity_fantasy_breasts_frequency,nudity_human_breasts_with_nipples_frequency,nudity_genitalia_frequency,nudity_erotic_context,sexual_violence_presentation,summary,country,rating
70,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown']",No,,,,,,,,,,,,,,,Frequent sexual activity | Brief sexual activity | Obscured/Innuendo - sex act is either entirely off-camera or completely blocked from view | Shown with no nudity - characters are depicted in sexual act but no nudity is shown,North America,Mature 17+
71,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with Partial Nudity - Breasts, Buttocks']",Yes,,,,,,,,,,,,,,,"Frequent sexual activity | Brief sexual activity | Obscured/Innuendo - sex act is either entirely off-camera or completely blocked from view | Shown with partial nudity - breasts, buttocks | Features characters that appear to be younger than 18",North America,Adults only 18+
72,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with Partial Nudity - Breasts, Buttocks']",No,,,,,,,,,,,,,,,"Frequent sexual activity | Brief sexual activity | Obscured/Innuendo - sex act is either entirely off-camera or completely blocked from view | Shown with partial nudity - breasts, buttocks",North America,Mature 17+
73,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with Full Frontal Nudity']",Yes,,,,,,,,,,,,,,,Frequent sexual activity | Brief sexual activity | Obscured/Innuendo - sex act is either entirely off-camera or completely blocked from view | Shown with full frontal nudity | Features characters that appear to be younger than 18,North America,Adults only 18+
74,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with Full Frontal Nudity']",No,,,,,,,,,,,,,,,Frequent sexual activity | Brief sexual activity | Obscured/Innuendo - sex act is either entirely off-camera or completely blocked from view | Shown with full frontal nudity,North America,Adults only 18+
75,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown', 'Shown with Partial Nudity - Breasts, Buttocks']",Yes,,,,,,,,,,,,,,,"Frequent sexual activity | Brief sexual activity | Shown with no nudity - characters are depicted in sexual act but no nudity is shown | Shown with partial nudity - breasts, buttocks | Features characters that appear to be younger than 18",North America,Adults only 18+
76,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown', 'Shown with Partial Nudity - Breasts, Buttocks']",No,,,,,,,,,,,,,,,"Frequent sexual activity | Brief sexual activity | Shown with no nudity - characters are depicted in sexual act but no nudity is shown | Shown with partial nudity - breasts, buttocks",North America,Mature 17+
77,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown', 'Shown with Full Frontal Nudity']",Yes,,,,,,,,,,,,,,,Frequent sexual activity | Brief sexual activity | Shown with no nudity - characters are depicted in sexual act but no nudity is shown | Shown with full frontal nudity | Features characters that appear to be younger than 18,North America,Adults only 18+
78,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown', 'Shown with Full Frontal Nudity']",No,,,,,,,,,,,,,,,Frequent sexual activity | Brief sexual activity | Shown with no nudity - characters are depicted in sexual act but no nudity is shown | Shown with full frontal nudity,North America,Adults only 18+
79,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Shown with Partial Nudity - Breasts, Buttocks', 'Shown with Full Frontal Nudity']",Yes,,,,,,,,,,,,,,,Game contains violence against humans,North America,Teen
80,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Shown with Partial Nudity - Breasts, Buttocks', 'Shown with Full Frontal Nudity']",No,,,,,,,,,,,,,,,Game contains violence against humans,North America,Teen
81,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown', 'Shown with Partial Nudity - Breasts, Buttocks']",Yes,,,,,,,,,,,,,,,"Frequent sexual activity | Brief sexual activity | Obscured/Innuendo - sex act is either entirely off-camera or completely blocked from view | Shown with no nudity - characters are depicted in sexual act but no nudity is shown | Shown with partial nudity - breasts, buttocks | Features characters that appear to be younger than 18",North America,Adults only 18+
82,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown', 'Shown with Partial Nudity - Breasts, Buttocks']",No,,,,,,,,,,,,,,,"Frequent sexual activity | Brief sexual activity | Obscured/Innuendo - sex act is either entirely off-camera or completely blocked from view | Shown with no nudity - characters are depicted in sexual act but no nudity is shown | Shown with partial nudity - breasts, buttocks",North America,Mature 17+
83,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown', 'Shown with Full Frontal Nudity']",Yes,,,,,,,,,,,,,,,Frequent sexual activity | Brief sexual activity | Obscured/Innuendo - sex act is either entirely off-camera or completely blocked from view | Shown with no nudity - characters are depicted in sexual act but no nudity is shown | Shown with full frontal nudity | Features characters that appear to be younger than 18,North America,Adults only 18+
84,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown', 'Shown with Full Frontal Nudity']",No,,,,,,,,,,,,,,,Frequent sexual activity | Brief sexual activity | Obscured/Innuendo - sex act is either entirely off-camera or completely blocked from view | Shown with no nudity - characters are depicted in sexual act but no nudity is shown | Shown with full frontal nudity,North America,Adults only 18+
85,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with Partial Nudity - Breasts, Buttocks', 'Shown with Full Frontal Nudity']",Yes,,,,,,,,,,,,,,,"Frequent sexual activity | Brief sexual activity | Obscured/Innuendo - sex act is either entirely off-camera or completely blocked from view | Shown with partial nudity - breasts, buttocks | Shown with full frontal nudity | Features characters that appear to be younger than 18",North America,Adults only 18+
86,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with Partial Nudity - Breasts, Buttocks', 'Shown with Full Frontal Nudity']",No,,,,,,,,,,,,,,,"Frequent sexual activity | Brief sexual activity | Obscured/Innuendo - sex act is either entirely off-camera or completely blocked from view | Shown with partial nudity - breasts, buttocks | Shown with full frontal nudity",North America,Adults only 18+
87,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown', 'Shown with Partial Nudity - Breasts, Buttocks', 'Shown with Full Frontal Nudity']",Yes,,,,,,,,,,,,,,,"Frequent sexual activity | Brief sexual activity | Shown with no nudity - characters are depicted in sexual act but no nudity is shown | Shown with partial nudity - breasts, buttocks | Shown with full frontal nudity | Features characters that appear to be younger than 18",North America,Adults only 18+
88,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown', 'Shown with Partial Nudity - Breasts, Buttocks', 'Shown with Full Frontal Nudity']",No,,,,,,,,,,,,,,,"Frequent sexual activity | Brief sexual activity | Shown with no nudity - characters are depicted in sexual act but no nudity is shown | Shown with partial nudity - breasts, buttocks | Shown with full frontal nudity",North America,Adults only 18+
89,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown', 'Shown with Partial Nudity - Breasts, Buttocks', 'Shown with Full Frontal Nudity']",Yes,,,,,,,,,,,,,,,"Frequent sexual activity | Brief sexual activity | Obscured/Innuendo - sex act is either entirely off-camera or completely blocked from view | Shown with no nudity - characters are depicted in sexual act but no nudity is shown | Shown with partial nudity - breasts, buttocks | Shown with full frontal nudity | Features characters that appear to be younger than 18",North America,Adults only 18+
90,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Brief,"['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view', 'Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown', 'Shown with Partial Nudity - Breasts, Buttocks', 'Shown with Full Frontal Nudity']",No,,,,,,,,,,,,,,,Game contains violence against humans,North America,Everyone 10+
91,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Prolonged,['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view'],Yes,,,,,,,,,,,,,,,Game contains violence against humans,North America,Everyone
92,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Prolonged,['Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view'],No,,,,,,,,,,,,,,,Game contains violence against humans,North America,Everyone 10+
93,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Prolonged,['Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown'],Yes,,,,,,,,,,,,,,,Frequent sexual activity | Prolonged sexual activity | Shown with no nudity - characters are depicted in sexual act but no nudity is shown | Features characters that appear to be younger than 18,North America,Adults only 18+
94,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Prolonged,['Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown'],No,,,,,,,,,,,,,,,Frequent sexual activity | Prolonged sexual activity | Shown with no nudity - characters are depicted in sexual act but no nudity is shown,North America,Mature 17+
95,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Prolonged,"['Shown with Partial Nudity - Breasts, Buttocks']",Yes,,,,,,,,,,,,,,,"Frequent sexual activity | Prolonged sexual activity | Shown with partial nudity - breasts, buttocks | Features characters that appear to be younger than 18",North America,Adults only 18+
96,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Prolonged,"['Shown with Partial Nudity - Breasts, Buttocks']",No,,,,,,,,,,,,,,,"Frequent sexual activity | Prolonged sexual activity | Shown with partial nudity - breasts, buttocks",North America,Adults only 18+
97,Yes,Sexual Activity - Includes both moving and still images of sexual activity,Often,Prolonged,['Shown with Full Frontal Nudity'],Yes,,,,,,,,,,,,,,,Frequent sexual activity | Prolonged sexual activity | Shown with full frontal nudity | Features characters that appear to be younger than 18,North America,Adults only 18+
